host_is_superhost,neighborhood,borough,room_type,accommodates,price,review_scores_location,review_scores_rating
f,Flatlands,Brooklyn,Entire home/apt,2,96,4.91,4.82
f,Kensington,Brooklyn,Entire home/apt,3,131,4.70,4.68
f,Mount Eden,Bronx,Entire home/apt,4,100,4.00,5.00
f,East Flatbush,Brooklyn,Entire home/apt,4,225,4.75,5.00
f,Canarsie,Brooklyn,Private room,2,80,5.00,5.00
f,Kensington,Brooklyn,Entire home/apt,2,100,5.00,5.00
f,Astoria,Queens,Entire home/apt,2,116,5.00,5.00
t,Corona,Queens,Shared room,1,35,4.33,4.77
f,Concourse Village,Bronx,Private room,1,43,5.00,5.00
f,Flatlands,Brooklyn,Private room,1,98,5.00,5.00
f,East New York,Brooklyn,Private room,1,80,0.00,0.00
f,East New York,Brooklyn,Private room,3,135,5.00,5.00
t,Long Island City,Queens,Entire home/apt,2,154,4.94,4.79
t,Claremont Village,Bronx,Entire home/apt,7,89,4.36,4.93
t,Sunnyside,Queens,Private room,2,64,4.83,4.90
t,Cypress Hills,Brooklyn,Private room,2,57,5.00,5.00
f,Canarsie,Brooklyn,Private room,1,90,4.00,5.00
f,Mount Eden,Bronx,Private room,2,80,4.43,4.86
t,Long Island City,Queens,Entire home/apt,3,135,4.79,4.93
t,Sunnyside,Queens,Private room,1,59,4.82,4.87
f,Astoria,Queens,Entire home/apt,4,111,4.69,4.82
t,Flatbush,Brooklyn,Entire home/apt,2,175,4.96,4.93
f,Canarsie,Brooklyn,Private room,2,93,5.00,5.00
f,East Flatbush,Brooklyn,Private room,2,150,4.50,4.50
f,Claremont Village,Bronx,Entire home/apt,5,125,5.00,5.00
t,Corona,Queens,Entire home/apt,2,200,4.67,4.93
f,Flatlands,Brooklyn,Entire home/apt,4,160,0.00,0.00
f,Canarsie,Brooklyn,Private room,2,105,4.60,4.72
t,Melrose,Bronx,Entire home/apt,4,121,4.46,4.78
f,Kensington,Brooklyn,Entire home/apt,2,85,4.71,4.52
t,Ridgewood,Queens,Private room,1,34,0.00,0.00
f,Canarsie,Brooklyn,Private room,2,99,4.69,5.00
f,East New York,Brooklyn,Private room,2,125,0.00,0.00
f,Cypress Hills,Brooklyn,Private room,1,28,5.00,5.00
f,East New York,Brooklyn,Private room,2,70,4.88,4.88
t,Astoria,Queens,Entire home/apt,4,169,4.86,4.92
f,East Flatbush,Brooklyn,Private room,2,150,4.00,4.00
t,East Flatbush,Brooklyn,Entire home/apt,4,160,5.00,4.92
t,Flatbush,Brooklyn,Entire home/apt,5,182,4.86,4.88
t,Ridgewood,Queens,Private room,1,38,0.00,0.00
f,East Flatbush,Brooklyn,Entire home/apt,5,159,4.50,4.70
t,East New York,Brooklyn,Private room,2,54,4.50,4.58
f,Astoria,Queens,Entire home/apt,4,245,4.39,4.83
t,Canarsie,Brooklyn,Private room,2,43,4.56,4.84
f,Corona,Queens,Shared room,1,30,5.00,5.00
t,Flatlands,Brooklyn,Entire home/apt,4,120,4.77,4.65
t,Concourse Village,Bronx,Entire home/apt,4,75,4.59,4.94
f,Astoria,Queens,Entire home/apt,4,109,4.76,4.66
t,Flatbush,Brooklyn,Entire home/apt,4,225,4.95,5.00
t,Cypress Hills,Brooklyn,Private room,2,72,4.20,4.60
t,East New York,Brooklyn,Private room,2,57,0.00,0.00
f,East Flatbush,Brooklyn,Private room,2,56,4.69,4.88
f,East New York,Brooklyn,Private room,2,51,4.40,4.57
t,East Flatbush,Brooklyn,Entire home/apt,2,120,0.00,0.00
f,Long Island City,Queens,Entire home/apt,6,150,4.44,4.78
f,Ridgewood,Queens,Private room,2,74,4.58,4.81
f,Flatlands,Brooklyn,Entire home/apt,6,342,4.50,4.50
t,Mount Hope,Bronx,Entire home/apt,2,60,4.72,4.94
f,Cypress Hills,Brooklyn,Private room,1,30,4.89,4.61
t,Glendale,Queens,Entire home/apt,4,130,5.00,5.00
f,Flatlands,Brooklyn,Entire home/apt,6,268,4.67,5.00
f,Kensington,Brooklyn,Entire home/apt,3,110,4.62,4.69
f,East New York,Brooklyn,Entire home/apt,4,114,5.00,5.00
f,Glendale,Queens,Private room,2,65,0.00,0.00
f,Cypress Hills,Brooklyn,Private room,2,70,4.65,4.76
t,East Flatbush,Brooklyn,Entire home/apt,6,199,4.92,4.91
f,Corona,Queens,Shared room,1,30,4.64,4.36
f,Cypress Hills,Brooklyn,Private room,1,35,3.00,3.00
t,Flatbush,Brooklyn,Entire home/apt,2,207,5.00,4.00
f,Sunnyside,Queens,Private room,1,38,0.00,0.00
f,Flatlands,Brooklyn,Entire home/apt,6,200,4.00,4.00
f,Astoria,Queens,Entire home/apt,4,140,5.00,4.40
f,Canarsie,Brooklyn,Private room,1,55,0.00,0.00
f,Jackson Heights,Queens,Shared room,6,43,5.00,5.00
f,Ridgewood,Queens,Private room,2,75,0.00,0.00
f,Cypress Hills,Brooklyn,Private room,2,49,4.43,4.87
f,Canarsie,Brooklyn,Private room,2,60,0.00,0.00
f,East New York,Brooklyn,Entire home/apt,2,120,5.00,5.00
t,Cypress Hills,Brooklyn,Entire home/apt,4,116,4.61,4.91
f,Cypress Hills,Brooklyn,Private room,2,58,0.00,0.00
f,Cypress Hills,Brooklyn,Private room,2,33,5.00,4.50
f,East Flatbush,Brooklyn,Entire home/apt,4,90,0.00,0.00
f,East Elmhurst,Queens,Shared room,6,40,0.00,0.00
f,East Elmhurst,Queens,Shared room,6,47,3.50,3.75
t,Flatbush,Brooklyn,Entire home/apt,6,269,5.00,5.00
t,Melrose,Bronx,Entire home/apt,2,159,0.00,0.00
f,Canarsie,Brooklyn,Entire home/apt,3,189,4.94,5.00
t,Corona,Queens,Shared room,1,65,4.82,4.91
f,Astoria,Queens,Entire home/apt,4,120,4.75,5.00
f,Cypress Hills,Brooklyn,Private room,1,44,0.00,0.00
f,Flatbush,Brooklyn,Entire home/apt,2,140,4.88,4.88
f,Sunnyside,Queens,Private room,1,31,5.00,4.00
f,Longwood,Bronx,Entire home/apt,6,200,4.29,5.00
f,East New York,Brooklyn,Entire home/apt,4,111,4.74,4.95
f,Astoria,Queens,Entire home/apt,2,110,4.86,4.60
t,Flatbush,Brooklyn,Entire home/apt,4,125,4.96,4.85
f,Flatlands,Brooklyn,Entire home/apt,3,269,4.84,4.85
t,Sunnyside,Queens,Private room,2,44,4.73,4.77
f,Flatbush,Brooklyn,Entire home/apt,1,200,0.00,0.00
f,Longwood,Bronx,Entire home/apt,2,120,4.00,4.20
f,Canarsie,Brooklyn,Entire home/apt,2,102,4.90,4.90
t,Canarsie,Brooklyn,Entire home/apt,2,85,4.75,5.00
f,Astoria,Queens,Entire home/apt,7,310,5.00,5.00
f,Cypress Hills,Brooklyn,Private room,1,43,5.00,5.00
f,Glendale,Queens,Private room,3,135,0.00,0.00
f,Astoria,Queens,Entire home/apt,6,350,4.88,4.94
f,Glendale,Queens,Private room,2,59,0.00,0.00
f,Flatbush,Brooklyn,Entire home/apt,2,111,0.00,0.00
t,Ridgewood,Queens,Private room,1,35,0.00,0.00
f,East Flatbush,Brooklyn,Entire home/apt,4,168,3.00,3.00
f,Kensington,Brooklyn,Entire home/apt,2,150,0.00,0.00
f,Sunnyside,Queens,Private room,2,43,0.00,0.00
f,Flatbush,Brooklyn,Entire home/apt,2,130,4.71,4.71
f,Flatbush,Brooklyn,Entire home/apt,14,215,4.79,4.76
f,East New York,Brooklyn,Entire home/apt,3,116,4.66,4.81
f,East Flatbush,Brooklyn,Entire home/apt,5,179,0.00,0.00
f,Concourse Village,Bronx,Shared room,1,35,4.36,4.82
f,Long Island City,Queens,Entire home/apt,4,125,4.38,4.38
f,Kensington,Brooklyn,Entire home/apt,1,111,4.82,4.58
f,East New York,Brooklyn,Entire home/apt,4,89,4.68,4.76
f,Astoria,Queens,Entire home/apt,6,175,5.00,4.83
t,Sunnyside,Queens,Entire home/apt,5,228,4.89,4.91
f,Melrose,Bronx,Entire home/apt,7,205,4.41,4.71
f,Cypress Hills,Brooklyn,Entire home/apt,4,145,4.16,4.88
t,Astoria,Queens,Shared room,1,480,0.00,0.00
f,Mount Eden,Bronx,Entire home/apt,4,120,4.67,4.90
t,Astoria,Queens,Shared room,1,560,0.00,0.00
f,Sunnyside,Queens,Private room,3,150,3.67,3.00
t,Cypress Hills,Brooklyn,Entire home/apt,6,196,4.50,4.81
t,Ridgewood,Queens,Entire home/apt,4,230,5.00,4.91
t,Sunnyside,Queens,Private room,2,47,4.66,4.63
f,Sunnyside,Queens,Private room,1,34,0.00,0.00
f,Astoria,Queens,Entire home/apt,12,206,4.63,4.61
f,Sunnyside,Queens,Shared room,1,40,4.00,4.00
f,Sunnyside,Queens,Private room,2,41,0.00,0.00
t,Cypress Hills,Brooklyn,Entire home/apt,6,196,4.64,4.98
t,Woodside,Queens,Private room,1,36,5.00,5.00
f,Ridgewood,Queens,Private room,2,149,0.00,0.00
f,Cypress Hills,Brooklyn,Entire home/apt,5,125,4.60,4.40
t,Flatbush,Brooklyn,Entire home/apt,4,140,4.90,5.00
f,Flatbush,Brooklyn,Entire home/apt,3,95,4.50,4.00
f,Long Island City,Queens,Entire home/apt,4,150,5.00,5.00
f,Canarsie,Brooklyn,Entire home/apt,4,119,4.60,4.93
f,Cypress Hills,Brooklyn,Entire home/apt,8,220,4.00,5.00
f,Cypress Hills,Brooklyn,Entire home/apt,4,175,4.42,4.79
f,East New York,Brooklyn,Entire home/apt,4,132,4.83,5.00
f,Kensington,Brooklyn,Entire home/apt,6,92,4.00,5.00
f,Flatbush,Brooklyn,Entire home/apt,2,94,0.00,0.00
f,Long Island City,Queens,Private room,1,27,0.00,0.00
f,East New York,Brooklyn,Entire home/apt,4,115,4.24,4.56
f,Glendale,Queens,Entire home/apt,6,300,4.33,4.67
t,East New York,Brooklyn,Entire home/apt,2,97,4.62,4.95
f,Flatbush,Brooklyn,Entire home/apt,3,150,4.79,4.64
f,Sunnyside,Queens,Private room,1,65,0.00,0.00
f,Kensington,Brooklyn,Entire home/apt,6,86,3.00,3.00
t,Canarsie,Brooklyn,Entire home/apt,4,160,4.56,4.93
f,Morrisania,Bronx,Entire home/apt,3,90,0.00,0.00
t,Woodside,Queens,Private room,2,59,4.94,4.81
f,Cypress Hills,Brooklyn,Entire home/apt,4,150,4.81,4.94
f,Flatlands,Brooklyn,Entire home/apt,4,340,5.00,4.00
t,East New York,Brooklyn,Entire home/apt,2,105,4.57,4.93
f,Flatbush,Brooklyn,Entire home/apt,1,183,0.00,0.00
t,Flatbush,Brooklyn,Entire home/apt,8,375,4.93,4.94
f,Cypress Hills,Brooklyn,Entire home/apt,4,119,4.50,4.73
f,Melrose,Bronx,Entire home/apt,4,72,5.00,5.00
f,East Flatbush,Brooklyn,Entire home/apt,5,500,5.00,5.00
f,East New York,Brooklyn,Entire home/apt,3,100,5.00,5.00
f,Morrisania,Bronx,Entire home/apt,4,75,5.00,5.00
f,Flatlands,Brooklyn,Entire home/apt,16,770,0.00,0.00
f,Concourse Village,Bronx,Entire home/apt,3,196,0.00,0.00
f,Flatbush,Brooklyn,Entire home/apt,2,209,4.57,4.71
t,Cypress Hills,Brooklyn,Entire home/apt,6,230,4.38,4.95
f,Cypress Hills,Brooklyn,Entire home/apt,4,150,3.80,4.20
f,Kensington,Brooklyn,Entire home/apt,4,283,4.64,4.70
t,Bergen Beach,Brooklyn,Entire home/apt,2,114,4.66,4.72
f,Astoria,Queens,Entire home/apt,5,240,5.00,5.00
t,Glendale,Queens,Entire home/apt,6,153,4.88,4.95
t,Ridgewood,Queens,Entire home/apt,2,92,4.61,4.72
f,Claremont Village,Bronx,Entire home/apt,4,250,0.00,0.00
t,Cypress Hills,Brooklyn,Entire home/apt,8,140,0.00,0.00
f,Sunnyside,Queens,Private room,2,200,4.64,4.52
t,Kensington,Brooklyn,Entire home/apt,4,390,4.85,4.98
t,Sunnyside,Queens,Private room,2,119,4.94,4.75
f,Cypress Hills,Brooklyn,Entire home/apt,5,159,4.44,4.67
t,East New York,Brooklyn,Entire home/apt,2,126,4.67,4.89
t,Canarsie,Brooklyn,Entire home/apt,4,167,4.79,4.86
f,Cypress Hills,Brooklyn,Entire home/apt,4,104,4.75,4.75
t,Woodside,Queens,Private room,1,104,5.00,5.00
f,Astoria,Queens,Entire home/apt,4,139,4.98,4.98
f,Long Island City,Queens,Private room,1,200,4.55,4.82
f,Sunnyside,Queens,Private room,2,123,4.79,4.90
f,East New York,Brooklyn,Entire home/apt,6,214,5.00,5.00
f,East Flatbush,Brooklyn,Entire home/apt,3,99,4.57,4.65
f,Astoria,Queens,Entire home/apt,4,199,5.00,5.00
f,Mount Eden,Bronx,Entire home/apt,4,50,1.00,1.00
t,Canarsie,Brooklyn,Entire home/apt,4,134,0.00,0.00
f,Sunnyside,Queens,Private room,1,29,0.00,0.00
t,Canarsie,Brooklyn,Entire home/apt,6,141,4.65,4.91
f,Cypress Hills,Brooklyn,Entire home/apt,2,110,4.25,4.50
f,Flatbush,Brooklyn,Entire home/apt,4,183,0.00,0.00
t,East New York,Brooklyn,Entire home/apt,6,165,4.73,4.93
f,Cypress Hills,Brooklyn,Entire home/apt,8,214,5.00,5.00
f,Long Island City,Queens,Private room,2,500,5.00,5.00
f,Glendale,Queens,Entire home/apt,2,99,4.80,4.80
f,Astoria,Queens,Entire home/apt,12,399,0.00,0.00
f,Sunnyside,Queens,Private room,2,79,4.82,4.82
t,Canarsie,Brooklyn,Entire home/apt,8,203,4.75,4.83
f,Astoria,Queens,Entire home/apt,4,300,0.00,0.00
t,Sunnyside,Queens,Private room,2,63,4.66,4.63
f,Cypress Hills,Brooklyn,Entire home/apt,4,130,4.44,4.85
f,East Harlem,Manhattan,Entire home/apt,5,114,0.00,0.00
t,Flatbush,Brooklyn,Entire home/apt,8,1000,5.00,5.00
t,Kensington,Brooklyn,Entire home/apt,6,300,4.90,4.90
t,Flatbush,Brooklyn,Entire home/apt,4,189,4.71,4.98
t,Flatbush,Brooklyn,Entire home/apt,6,101,4.86,5.00
f,Kensington,Brooklyn,Entire home/apt,4,75,4.00,4.50
f,Kensington,Brooklyn,Entire home/apt,7,270,4.48,4.76
f,Flatbush,Brooklyn,Entire home/apt,4,400,4.75,5.00
f,Kensington,Brooklyn,Entire home/apt,4,76,5.00,5.00
f,Kensington,Brooklyn,Entire home/apt,2,49,4.59,4.41
f,Kensington,Brooklyn,Entire home/apt,6,91,0.00,0.00
t,Ditmars Steinway,Queens,Entire home/apt,3,122,5.00,5.00
f,Sunnyside,Queens,Private room,1,160,0.00,0.00
t,Ditmars Steinway,Queens,Entire home/apt,4,169,4.91,4.96
f,Woodside,Queens,Private room,2,100,0.00,0.00
f,Long Island City,Queens,Private room,2,65,4.93,4.83
t,Woodside,Queens,Private room,1,69,5.00,5.00
f,Bergen Beach,Brooklyn,Entire home/apt,3,194,4.60,4.40
t,East Flatbush,Brooklyn,Entire home/apt,2,105,4.00,5.00
f,Flatlands,Brooklyn,Entire home/apt,4,202,5.00,5.00
f,Ridgewood,Queens,Entire home/apt,2,75,4.80,4.60
f,Sunnyside,Queens,Entire home/apt,2,169,5.00,4.91
f,Ditmars Steinway,Queens,Private room,2,85,5.00,5.00
t,Highbridge,Bronx,Private room,1,91,4.44,4.88
t,Bergen Beach,Brooklyn,Entire home/apt,12,215,4.65,4.88
f,Ridgewood,Queens,Entire home/apt,6,181,4.00,5.00
f,Cypress Hills,Brooklyn,Entire home/apt,8,190,0.00,0.00
f,Glendale,Queens,Entire home/apt,4,119,0.00,0.00
f,Ditmars Steinway,Queens,Entire home/apt,3,89,4.94,4.93
f,Upper East Side,Manhattan,Private room,2,229,0.00,0.00
f,Astoria,Queens,Private room,2,75,0.00,0.00
f,East New York,Brooklyn,Private room,2,45,4.50,4.75
f,Ditmars Steinway,Queens,Private room,1,150,4.75,5.00
f,Cypress Hills,Brooklyn,Private room,1,35,0.00,0.00
t,Ditmars Steinway,Queens,Private room,2,85,4.90,4.85
f,Ditmars Steinway,Queens,Entire home/apt,4,180,0.00,0.00
f,Ditmars Steinway,Queens,Private room,2,85,0.00,0.00
f,Ditmars Steinway,Queens,Private room,2,85,4.67,4.00
f,Williamsburg,Brooklyn,Entire home/apt,2,420,5.00,5.00
f,Ditmars Steinway,Queens,Private room,1,85,4.00,5.00
f,Ridgewood,Queens,Entire home/apt,6,194,5.00,4.00
f,Cypress Hills,Brooklyn,Entire home/apt,8,300,0.00,0.00
f,Astoria,Queens,Private room,1,72,5.00,5.00
f,Ditmars Steinway,Queens,Private room,1,70,0.00,0.00
f,Sunnyside,Queens,Entire home/apt,1,90,0.00,0.00
f,Astoria,Queens,Private room,2,45,5.00,5.00
f,Woodside,Queens,Private room,2,45,5.00,5.00
f,Woodside,Queens,Private room,1,39,5.00,4.00
t,Ridgewood,Queens,Entire home/apt,12,404,5.00,5.00
f,East New York,Brooklyn,Private room,2,36,5.00,5.00
f,Sunnyside,Queens,Entire home/apt,2,110,4.75,5.00
f,East Harlem,Manhattan,Private room,1,44,0.00,0.00
t,East Village,Manhattan,Entire home/apt,2,85,4.77,4.67
f,East Harlem,Manhattan,Private room,2,5065,4.28,4.49
f,Harlem,Manhattan,Private room,4,55,4.71,4.29
f,Williamsburg,Brooklyn,Entire home/apt,3,600,0.00,0.00
t,Mott Haven,Bronx,Private room,4,145,4.70,4.86
f,Long Island City,Queens,Entire home/apt,4,499,5.00,5.00
t,Greenpoint,Brooklyn,Private room,6,599,4.00,5.00
t,East Harlem,Manhattan,Entire home/apt,2,148,4.26,4.81
f,Washington Heights,Manhattan,Private room,2,84,4.57,4.63
f,Long Island City,Queens,Entire home/apt,4,128,0.00,0.00
f,Greenpoint,Brooklyn,Private room,2,86,0.00,0.00
f,Astoria,Queens,Private room,1,90,4.33,4.67
f,East New York,Brooklyn,Entire home/apt,4,132,4.37,4.73
f,Roosevelt Island,Manhattan,Entire home/apt,4,1400,4.97,4.30
t,Harlem,Manhattan,Private room,2,47,4.69,4.62
f,Sunnyside,Queens,Entire home/apt,4,200,5.00,5.00
t,Greenpoint,Brooklyn,Entire home/apt,3,178,4.82,5.00
f,Woodside,Queens,Entire home/apt,6,150,4.25,5.00
f,Jackson Heights,Queens,Private room,1,70,4.37,4.58
f,Port Morris,Bronx,Private room,1,150,0.00,0.00
f,East New York,Brooklyn,Entire home/apt,2,83,4.00,2.00
f,Washington Heights,Manhattan,Private room,2,52,4.39,4.23
f,Maspeth,Queens,Entire home/apt,10,359,4.72,4.78
f,East Harlem,Manhattan,Private room,2,62,0.00,0.00
f,East Flatbush,Brooklyn,Entire home/apt,4,150,4.77,4.69
f,East Harlem,Manhattan,Private room,2,62,0.00,0.00
f,Concourse,Bronx,Private room,2,66,0.00,0.00
f,East Harlem,Manhattan,Private room,2,62,0.00,0.00
f,Mott Haven,Bronx,Private room,4,125,5.00,4.00
f,East Harlem,Manhattan,Private room,1,90,0.00,0.00
f,Harlem,Manhattan,Private room,1,57,0.00,0.00
f,East Harlem,Manhattan,Private room,2,70,4.18,4.52
f,East New York,Brooklyn,Entire home/apt,3,100,4.76,4.62
f,Astoria,Queens,Entire home/apt,4,185,5.00,5.00
f,East New York,Brooklyn,Entire home/apt,2,70,4.25,4.50
f,East New York,Brooklyn,Entire home/apt,4,150,4.56,4.76
f,East New York,Brooklyn,Entire home/apt,5,136,4.63,4.75
t,Washington Heights,Manhattan,Private room,2,110,4.80,4.93
f,Sunnyside,Queens,Entire home/apt,5,167,4.25,4.40
f,East New York,Brooklyn,Entire home/apt,2,76,1.00,1.00
f,Astoria,Queens,Entire home/apt,2,136,0.00,0.00
f,Washington Heights,Manhattan,Private room,2,57,4.41,4.30
t,Washington Heights,Manhattan,Private room,2,75,4.92,4.83
f,Sunnyside,Queens,Entire home/apt,1,125,5.00,5.00
t,Long Island City,Queens,Entire home/apt,7,325,4.85,4.93
f,Maspeth,Queens,Entire home/apt,16,799,4.50,4.33
t,East Village,Manhattan,Private room,2,135,4.87,4.63
f,East Village,Manhattan,Entire home/apt,6,2000,0.00,0.00
t,East Elmhurst,Queens,Private room,3,55,4.80,4.92
f,Astoria,Queens,Private room,2,60,4.87,4.92
f,Sunnyside,Queens,Entire home/apt,3,139,4.67,4.33
t,Greenpoint,Brooklyn,Entire home/apt,6,3000,0.00,0.00
t,East Village,Manhattan,Private room,2,89,4.80,4.78
t,Astoria,Queens,Entire home/apt,5,214,4.96,4.93
f,Astoria,Queens,Private room,2,146,0.00,0.00
f,East Village,Manhattan,Entire home/apt,2,150,0.00,0.00
f,East New York,Brooklyn,Entire home/apt,13,352,3.81,4.42
f,Long Island City,Queens,Private room,1,60,0.00,0.00
f,East Harlem,Manhattan,Private room,4,210,0.00,0.00
t,Greenpoint,Brooklyn,Entire home/apt,4,220,4.72,4.82
f,East Harlem,Manhattan,Entire home/apt,2,123,4.43,4.93
f,Bedford-Stuyvesant,Brooklyn,Private room,3,232,0.00,0.00
f,East New York,Brooklyn,Shared room,2,80,1.00,1.00
t,Long Island City,Queens,Private room,2,147,4.91,4.99
f,Windsor Terrace,Brooklyn,Entire home/apt,8,400,5.00,5.00
f,Greenpoint,Brooklyn,Private room,1,75,0.00,0.00
t,East Village,Manhattan,Private room,2,89,0.00,0.00
t,East Harlem,Manhattan,Entire home/apt,2,146,4.48,4.73
f,East Village,Manhattan,Private room,2,117,0.00,0.00
f,East Village,Manhattan,Private room,2,87,0.00,0.00
f,Astoria,Queens,Private room,2,120,0.00,0.00
f,Long Island City,Queens,Entire home/apt,4,279,4.86,4.95
f,East Flatbush,Brooklyn,Entire home/apt,3,90,0.00,0.00
f,Washington Heights,Manhattan,Private room,2,45,0.00,0.00
f,Woodside,Queens,Private room,1,164,4.00,4.50
f,Washington Heights,Manhattan,Private room,2,51,0.00,0.00
f,East Flatbush,Brooklyn,Entire home/apt,2,98,0.00,0.00
f,Washington Heights,Manhattan,Private room,2,53,0.00,0.00
f,East Harlem,Manhattan,Private room,1,61,0.00,0.00
f,Elmhurst,Queens,Private room,2,55,4.75,4.50
f,East Village,Manhattan,Private room,1,136,0.00,0.00
f,Washington Heights,Manhattan,Private room,2,59,0.00,0.00
f,Harlem,Manhattan,Private room,1,43,0.00,0.00
f,Elmhurst,Queens,Private room,2,31,5.00,5.00
f,Harlem,Manhattan,Private room,2,148,0.00,0.00
t,Astoria,Queens,Entire home/apt,8,280,4.92,4.92
f,East Village,Manhattan,Private room,1,125,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,2,350,5.00,5.00
f,Washington Heights,Manhattan,Private room,2,51,4.00,4.50
f,East Elmhurst,Queens,Private room,2,42,4.50,4.94
f,Jackson Heights,Queens,Private room,1,29,5.00,5.00
t,Jackson Heights,Queens,Private room,1,33,4.75,5.00
t,East Elmhurst,Queens,Private room,2,55,4.68,4.92
t,East Elmhurst,Queens,Private room,2,65,4.76,4.65
t,Elmhurst,Queens,Private room,1,34,0.00,0.00
t,Long Island City,Queens,Private room,1,27,0.00,0.00
f,East Harlem,Manhattan,Entire home/apt,2,170,4.41,4.72
f,Elmhurst,Queens,Private room,3,50,4.50,4.50
t,Elmhurst,Queens,Private room,1,39,0.00,0.00
f,Harlem,Manhattan,Private room,1,38,4.00,5.00
f,East Harlem,Manhattan,Private room,1,68,0.00,0.00
f,Washington Heights,Manhattan,Private room,15,275,5.00,5.00
t,Long Island City,Queens,Entire home/apt,3,196,5.00,4.88
f,Washington Heights,Manhattan,Private room,2,44,0.00,0.00
f,Port Morris,Bronx,Entire home/apt,4,249,4.33,5.00
t,Elmhurst,Queens,Private room,2,49,5.00,5.00
t,Port Morris,Bronx,Entire home/apt,4,245,3.80,4.10
f,Midwood,Brooklyn,Private room,2,68,4.79,4.61
f,Long Island City,Queens,Entire home/apt,2,200,5.00,3.67
f,Jackson Heights,Queens,Private room,1,32,0.00,0.00
t,Harlem,Manhattan,Entire home/apt,4,136,4.73,5.00
f,Washington Heights,Manhattan,Private room,1,46,5.00,4.14
f,Elmhurst,Queens,Private room,2,36,0.00,0.00
f,East Flatbush,Brooklyn,Private room,2,82,4.51,4.65
f,East Harlem,Manhattan,Entire home/apt,1,110,5.00,4.75
f,East Harlem,Manhattan,Private room,1,65,0.00,0.00
t,Sunset Park,Brooklyn,Private room,2,1076,4.80,5.00
f,Flatbush,Brooklyn,Private room,1,40,0.00,0.00
f,East Village,Manhattan,Entire home/apt,2,175,4.53,4.58
f,Long Island City,Queens,Entire home/apt,8,200,4.00,3.50
f,Astoria,Queens,Entire home/apt,2,90,5.00,4.67
f,Midwood,Brooklyn,Private room,1,70,5.00,5.00
f,Flatlands,Brooklyn,Private room,3,57,0.00,0.00
f,Jackson Heights,Queens,Private room,2,29,5.00,5.00
f,Long Island City,Queens,Private room,2,349,4.00,4.29
t,Concourse,Bronx,Entire home/apt,2,92,4.73,4.82
f,Concourse,Bronx,Entire home/apt,2,102,4.76,4.76
f,East Harlem,Manhattan,Entire home/apt,4,145,5.00,5.00
f,Elmhurst,Queens,Private room,1,35,0.00,0.00
f,Washington Heights,Manhattan,Private room,2,70,0.00,0.00
f,Long Island City,Queens,Private room,2,126,4.93,4.87
f,East Harlem,Manhattan,Entire home/apt,4,250,0.00,0.00
f,Jackson Heights,Queens,Private room,1,30,0.00,0.00
f,East New York,Brooklyn,Entire home/apt,4,126,4.43,4.47
f,Harlem,Manhattan,Entire home/apt,2,87,4.80,4.20
f,Concourse,Bronx,Private room,2,50,5.00,5.00
f,East Harlem,Manhattan,Entire home/apt,2,201,0.00,0.00
t,Williamsburg,Brooklyn,Entire home/apt,2,337,4.94,5.00
f,Washington Heights,Manhattan,Private room,1,80,4.50,4.50
f,Elmhurst,Queens,Private room,2,36,0.00,0.00
t,Astoria,Queens,Entire home/apt,4,163,4.89,4.98
f,Park Slope,Brooklyn,Entire home/apt,2,141,0.00,0.00
t,Jackson Heights,Queens,Private room,1,31,0.00,0.00
f,East New York,Brooklyn,Entire home/apt,4,59,4.11,4.67
f,Highbridge,Bronx,Private room,1,40,5.00,5.00
t,Long Island City,Queens,Entire home/apt,3,185,0.00,0.00
f,Jackson Heights,Queens,Private room,1,30,0.00,0.00
f,East Village,Manhattan,Entire home/apt,7,263,4.19,4.57
f,Washington Heights,Manhattan,Private room,3,138,0.00,0.00
f,Jackson Heights,Queens,Private room,2,36,5.00,5.00
f,Elmhurst,Queens,Private room,2,33,0.00,0.00
f,Highbridge,Bronx,Private room,2,65,0.00,0.00
f,Elmhurst,Queens,Private room,2,35,4.56,4.67
t,Canarsie,Brooklyn,Entire home/apt,4,169,4.83,4.91
